seller_id,seller_state,seller_city,total_orders,total_gmv,avg_lead_time,late_rate_pct,avg_review_score,bad_reviews,bad_review_rate_pct,seller_composite_score
e96498ed8daaa3e9c23f7a62da76591c,SP,sao paulo,34,9619.0,15.1,14.7,3.94,7.0,20.6,82.1
834f8533b2ecb6598dd004ff3de7203a,SP,sao paulo,41,4324.0,14.6,14.6,3.95,7.0,17.1,82.2
440dd6ab244315c632130ecfb63827b1,SP,votuporanga,91,13089.0,16.5,13.2,3.89,14.0,15.4,82.3
8b9d6eec4a7eb7d0f9d579ce0b38324d,RJ,mesquita,48,4160.0,10.3,16.7,4.06,8.0,16.7,82.3
5b179e9e8cc7ab6fd113a46ca584da81,SP,sao paulo,34,5174.0,13.0,8.8,3.67,7.0,20.6,82.3
50c9975695009e5e6473912e83a6d1da,MG,claudio,50,3964.0,16.4,14.0,3.94,9.0,18.0,82.4
a6fe7de3d16f6149ffe280349a8535a0,SP,franca,50,2845.0,14.9,16.0,4.04,8.0,16.0,82.4
6ec1a01e866584bb679eb9b098345919,SP,santos,30,3999.0,13.6,20.0,4.24,4.0,13.3,82.4
ff1fb4c404b2efe68b03350a8dc24122,SP,mogi das cruzes,46,6771.0,10.1,15.2,4.0,8.0,17.4,82.4
1ce3ae5a399804d1a87e706f8a813c3e,SC,jaguaruna,40,2563.0,14.4,10.0,3.75,8.0,20.0,82.5
b1fc4f64df5a0e8b6913ab38803c57a9,RJ,sao goncalo,107,7995.0,15.8,12.1,3.86,22.0,20.6,82.5
903037660cf848a717166eb7a06d616e,SP,sao paulo,44,7935.0,11.8,13.6,3.95,8.0,18.2,82.7
70a12e78e608ac31179aea7f8422044b,SP,jacarei,312,29964.0,14.7,10.9,3.81,61.0,19.6,82.7
dd533b429f380718b70ad9922c294bae,SP,barretos,39,2245.0,17.2,12.8,3.92,6.0,15.4,82.8
18a349e75d307f4b4cc646a691ed4216,SP,sao paulo,109,7425.0,11.1,6.4,3.6,29.0,26.6,82.8
db2956745b3a8e9f3785c99f34b5d25e,SP,sao sebastiao,45,8261.0,14.2,11.1,3.84,9.0,20.0,82.9
3c7c4a49ec3c6550809089c6a2ca9370,SP,sao paulo,139,4003.0,9.5,7.9,3.69,38.0,27.3,82.9
4a3ca9315b744ce9f8e9374361493884,SP,ibitinga,1772,196882.0,14.4,11.0,3.85,323.0,18.2,83.0
99002261c568a84cce14d43fcffb43ea,MT,cuiaba,36,4088.0,16.7,8.3,3.72,6.0,16.7,83.1
e62b2d6ac10570a035a30bafcf01d263,SP,sao paulo,62,5340.0,14.0,12.9,3.97,9.0,14.5,83.2
2c9e548be18521d1c43cde1c582c6de8,SP,mogi das cruzes,124,6014.0,13.6,16.1,4.13,16.0,12.9,83.2
adbc26658d6c7b4b6219f9d934598091,PR,curitiba,88,11806.0,17.1,15.9,4.13,14.0,15.9,83.3
f84a00e60c73a49e7e851c9bdca3a5bb,RJ,rio de janeiro,88,5849.0,11.7,11.4,3.9,17.0,19.3,83.3
23d7c96d4a1160db1c726b248601b25a,SP,capivari,50,10658.0,13.0,12.0,3.93,8.0,16.0,83.3
f7ccf836d21b2fb1de37564105216cc1,SP,ibitinga,69,2748.0,11.1,10.1,3.85,13.0,18.8,83.4
59b22a78efb79a4797979612b885db36,MG,uberlandia,125,27185.0,12.6,12.8,3.98,25.0,20.0,83.4
a888faf2d1baececa6baf9c3d603ee1f,PR,umuarama,53,17565.0,18.1,15.1,4.09,8.0,15.1,83.4
6fc26fe110feebd80a433e1f012a84f9,SP,fernandopolis,35,4151.0,12.8,11.4,3.91,5.0,14.3,83.4
bf84056e679dbe9c69929847a40e338f,SP,sao paulo,35,1918.0,12.5,8.6,3.77,6.0,17.1,83.4
04308b1ee57b6625f47df1d56f00eedf,SC,bombinhas,92,58992.0,18.9,12.0,3.95,18.0,19.6,83.5
1900267e848ceeba8fa32d80c1a5f5a8,SP,ibitinga,406,24640.0,13.1,10.3,3.87,75.0,18.5,83.5
d1c281d3ae149232351cd8c8cc885f0d,SP,ibitinga,214,26834.0,12.7,8.9,3.81,46.0,21.5,83.6
5343d0649eca2a983820bfe93fc4d17e,SP,santo andre,70,9819.0,11.2,10.0,3.87,16.0,22.9,83.7
522620dcb18a6b31cd7bdf73665113a9,PR,cascavel,172,56690.0,15.4,10.5,3.91,32.0,18.6,83.8
ea67327e24487bdfac5fbfa37ea124df,SP,ibitinga,32,6250.0,8.7,3.1,3.53,8.0,25.0,83.8
1da366cade6d8276e7d8beea7af5d4bf,MG,uba,42,6349.0,17.5,11.9,3.98,7.0,16.7,83.8
d5ba419e26d246a0719437cf37d9b46d,SP,sao paulo,33,3912.0,9.8,12.1,4.0,5.0,15.2,83.9
213b25e6f54661939f11710a6fddb871,SP,salto,152,15106.0,15.2,8.6,3.81,31.0,20.4,83.9
8f2ce03f928b567e3d56181ae20ae952,SP,pirituba,151,21213.0,14.3,15.2,4.15,18.0,11.9,83.9
e9d99831abad74458942f21e16f33f92,SP,sao paulo,130,4922.0,12.8,10.8,3.93,21.0,16.2,83.9
b18dc380845b24038cfc48006478f099,SP,diadema,43,7754.0,12.8,16.3,4.21,4.0,9.3,84.0
c8467937e403e76a8ee9f0ab13f6f5ef,MG,pocos de caldas,30,1854.0,16.9,13.3,4.07,4.0,13.3,84.0
95f83f51203c626648c875dd41874c7f,MG,borda da mata,50,3078.0,11.6,6.0,3.7,14.0,28.0,84.0
d673a59aac7a70d8b01e6902bf090a11,SP,ibitinga,79,3909.0,14.1,10.1,3.91,12.0,15.2,84.1
7d76b645482be4a332374e8223836592,SP,sao paulo,172,3766.0,13.5,11.6,4.0,24.0,14.0,84.2
3df020b72d3d44b3af9d110fa3940b65,SP,jales,55,5040.0,13.3,12.7,4.05,8.0,14.5,84.2
7d13fca15225358621be4086e1eb0964,SP,ribeirao preto,558,112436.0,15.7,12.2,4.04,95.0,17.0,84.3
4e922959ae960d389249c378d1c939f5,SP,jacarei,412,45338.0,14.5,10.7,3.96,74.0,18.0,84.3
318f287a62ab7ac10b703ac37435a231,SP,sao paulo,51,2432.0,11.5,9.8,3.92,10.0,19.6,84.3
05f51e13da97139648b8125c31e5f51b,MG,belo horizonte,57,13100.0,12.4,15.8,4.23,8.0,14.0,84.4
ec8879960bd2221d5c32f8e12f7da711,SP,itatiba,35,3958.0,16.3,17.1,4.29,4.0,11.4,84.4
d05ae8f7a5bd1d2a690a44cd079e4e27,RJ,rio de janeiro,77,13244.0,11.2,9.1,3.89,16.0,20.8,84.4
99eaacc9e6046db1c82b163c5f84869f,SP,franca,63,12642.0,15.0,11.1,4.0,11.0,17.5,84.4
8b28d096634035667e8263d57ba3368c,SP,sao jose dos campos,139,9025.0,14.0,11.5,4.01,20.0,14.4,84.4
cfb1a033743668a192316f3c6d1d2671,SP,votorantim,143,12610.0,12.1,11.9,4.04,23.0,16.1,84.4
f7ba60f8c3f99e7ee4042fdef03b70c4,SP,sao bernardo do campo,218,68070.0,13.3,15.6,4.22,23.0,10.6,84.4
0dd184061fb0eaa7ca37932c68ab91c5,SP,guarulhos,161,18447.0,11.7,11.8,4.03,22.0,13.7,84.4
7aa4334be125fcdd2ba64b3180029f14,SP,laranjal paulista,214,16013.0,15.9,13.6,4.13,30.0,14.0,84.5
2e90cb1677d35cfe24eef47d441b7c87,SP,sao paulo,127,13895.0,12.4,13.4,4.12,18.0,14.2,84.5
34056b8b55c1775a22af2331670a799c,SP,penapolis,77,6399.0,12.8,11.7,4.04,11.0,14.3,84.5
688756f717c462a206ad854c5027a64a,SP,guarulhos,81,5838.0,10.7,8.6,3.89,14.0,17.3,84.6
4a3ccda38b2129705f3fb522db62ca31,SP,marilia,64,16169.0,13.3,9.4,3.93,13.0,20.3,84.6
0cbcee27c791afa0cdcb08587a2013a8,MG,tres coracoes,37,5054.0,12.7,10.8,4.0,5.0,13.5,84.6
4c2b230173bb36f9b240f2b8ac11786e,SP,sao paulo,258,14475.0,12.8,10.1,3.98,46.0,17.8,84.7
4c18691b6037662be2df78a765d98ab5,SP,sao paulo,63,3196.0,9.2,7.9,3.87,11.0,17.5,84.8
06579cb253ecd5a3a12a9e6eb6bf8f47,SP,sao paulo - sp,61,4587.0,9.9,13.1,4.13,9.0,14.8,84.8
25c5c91f63607446a97b143d2d535d31,MG,itauna,156,54209.0,14.4,7.1,3.83,30.0,19.2,84.8
dc4a0fc896dc34b0d5bfec8438291c80,SP,ibitinga,225,23656.0,13.8,6.7,3.82,46.0,20.4,84.8
a673821011d0cec28146ea42f5ab767f,SP,sao paulo,125,13366.0,12.9,11.2,4.04,19.0,15.2,84.8
3ab971ce71839580d2ae5b4e40fe8044,SP,sao paulo,35,4917.0,6.8,8.6,3.91,7.0,20.0,84.8
c3867b4666c7d76867627c2f7fb22e21,SP,guara,228,34667.0,15.3,11.8,4.08,35.0,15.4,84.9
d2374cbcbb3ca4ab1086534108cc3ab7,SP,ibitinga,514,20926.0,14.6,5.8,3.78,99.0,19.3,84.9
5f2684dab12e59f83bef73ae57724e45,SP,sao paulo,67,8871.0,10.6,6.0,3.79,16.0,23.9,84.9
a3e9a2c700480d9bb01fba070ba80a0e,SP,ibitinga,129,13372.0,13.1,10.1,4.0,21.0,16.3,85.0
2745f798279e0ed033addcc1474776d7,SP,sao paulo,32,3669.0,13.2,9.4,3.97,4.0,12.5,85.0
66dc1b1632bd6a3e508510c5b3492107,SP,jau,36,3542.0,10.2,2.8,3.64,9.0,25.0,85.0
1025f0e2d44d7041d6cf58b6550e0bfa,SP,sao paulo,910,138209.0,12.3,10.1,4.01,151.0,16.6,85.0
cd06602b43d8800bd0afad514919d35c,SP,sao paulo,43,2555.0,12.7,4.7,3.74,11.0,25.6,85.1
a420f60ff1aa9acc80d0e42959f2b313,SP,sao paulo,67,7443.0,11.4,9.0,3.95,10.0,14.9,85.1
ea8482cd71df3c1969d7b9473ff13abc,SP,sao paulo,1132,36697.0,13.2,10.4,4.03,164.0,14.5,85.1
5656537e588803a555b8eb41f07a944b,DF,brasilia,171,7931.0,11.2,7.6,3.89,32.0,18.7,85.1
36a968b544695394e4e9d7572688598f,SP,santos,148,6864.0,10.7,4.7,3.75,31.0,20.9,85.2
8e8a7ce9f2f970dc00e2acf6f6e199f6,RJ,sao goncalo,63,8821.0,12.1,9.5,4.0,8.0,12.7,85.2
e5a38146df062edaf55c38afa99e42dc,SP,sao paulo,120,15271.0,12.1,9.2,3.98,20.0,16.7,85.2
900ba814c251a692506d7834c1218441,SP,salto,86,28833.0,12.4,14.0,4.23,7.0,8.1,85.3
391fc6631aebcf3004804e51b40bcf1e,SP,ibitinga,521,39475.0,14.4,10.4,4.05,76.0,14.6,85.3
ef506c96320abeedfb894c34db06f478,SP,sao paulo,316,9556.0,13.5,8.5,3.96,51.0,16.1,85.3
e9bc59e7b60fc3063eb2290deda4cced,PR,maringa,209,33544.0,14.2,11.0,4.08,30.0,14.4,85.3
1336efc61c316ddf92c899eb817f7cae,SP,assis,74,4837.0,11.7,9.5,4.0,11.0,14.9,85.3
048c2757535328e0d7dac690ad3c0aae,SP,franca,50,9065.0,18.4,14.0,4.24,7.0,14.0,85.4
7e1fb0a3ebfb01ffb3a7dae98bf3238d,SP,franca,155,26170.0,15.5,12.9,4.19,16.0,10.3,85.4
09f952a5f58d2285b0372551ae8f9b01,SP,sao bernardo do campo,50,11822.0,13.2,6.0,3.84,9.0,18.0,85.4
229c3efbfb0ea2058de4ccdfbc3d784a,MG,belo horizonte,118,15479.0,10.7,1.7,3.62,30.0,25.4,85.4
7681ef142fd2c19048da7430856b5588,SP,guarulhos,58,31212.0,10.5,13.8,4.23,7.0,12.1,85.4
276677b5d08786d5dce7c2149dcce48b,MG,belo horizonte,31,3424.0,12.0,9.7,4.03,6.0,19.4,85.5
16090f2ca825584b5a147ab24aa30c86,SP,atibaia,398,25579.0,9.1,10.8,4.09,52.0,13.1,85.5
634964b17796e64304cadf1ad3050fb7,RJ,rio de janeiro,265,39114.0,14.5,10.2,4.06,40.0,15.1,85.5
3f3486b61f45078d4f31ee5e43d8c5bb,SP,sao paulo,39,3770.0,13.8,15.4,4.33,3.0,7.7,85.6
1d8dbc4f32378d715c717c1c1fc57bae,PR,arapongas,91,11206.0,15.6,9.9,4.06,13.0,14.3,85.6
f27e33c6d29b5138fa9967bcd445b6d5,SP,sao paulo,93,8888.0,12.0,10.8,4.1,15.0,16.1,85.6
b33e7c55446eabf8fe1a42d037ac7d6d,SP,pradopolis,149,44215.0,16.2,12.8,4.2,19.0,12.8,85.6
7e3f87d16fb353f408d467e74fbd8014,SP,sao paulo,91,4653.0,12.5,12.1,4.16,10.0,11.0,85.6
77530e9772f57a62c906e1c21538ab82,PR,curitiba,312,45677.0,15.0,11.5,4.15,46.0,14.7,85.7
0176f73cc1195f367f7b32db1e5b3aa8,SP,ibitinga,37,4643.0,13.3,10.8,4.11,6.0,16.2,85.7
e8f6dc8e6a1dcde89d20e3995c8d90b3,SP,sao paulo,35,2149.0,12.8,8.6,4.0,5.0,14.3,85.7
f457c46070d02cadd8a68551231220dd,PR,maringa,195,18798.0,14.5,6.2,3.87,39.0,20.0,85.7
4869f7a5dfa277a7dca6462dcf3b52b2,SP,guariba,1124,226988.0,15.0,11.6,4.15,146.0,13.0,85.7
44073f8b7e41514de3b7815dd0237f4f,DF,brasilia,142,18381.0,13.1,3.5,3.74,29.0,20.4,85.7
f84fa566034f5e8e880a07ec624c56af,SP,indaiatuba,89,4994.0,11.8,13.5,4.25,10.0,11.2,85.7
8b321bb669392f5163d04c59e235e066,SP,sao paulo,930,17263.0,12.6,10.4,4.1,131.0,14.1,85.8
63b464dbf392c7b80d12d932fa7cafed,SP,sao paulo,36,6622.0,13.0,5.6,3.86,6.0,16.7,85.8
a416b6a846a11724393025641d4edd5e,SP,sao paulo,157,24930.0,12.5,12.7,4.22,22.0,14.0,85.8
3be634553519fb6536a03e1358e9fdc7,SP,sao paulo,80,5231.0,10.1,8.8,4.03,12.0,15.0,85.9
23c38debaffe4a25a30fdbd9b586a13f,SP,votorantim,41,5382.0,11.5,14.6,4.32,1.0,2.4,85.9
6a0cbc8af2e8abd1bdfb777943d174c6,SP,batatais,34,3788.0,15.4,8.8,4.03,4.0,11.8,85.9
